"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.415123067E1,-1.318196297E-2,2.275275864E-2,-8.274453342E-2,8.682228967E-2
1.416118667E1,-3.163745664E-3,3.113825060E-2,-1.255537534E-1,1.293960777E-1
1.417114267E1,-9.408846069E-3,9.319401942E-3,-1.087903708E-1,1.095934415E-1
1.418109867E1,-1.862738354E-2,-1.857989319E-2,-1.234633738E-1,1.262354804E-1
1.419105467E1,9.971037582E-3,-2.221338954E-3,-1.677724046E-1,1.680831213E-1
1.420101167E1,2.870379891E-2,-1.538903106E-2,-1.189744663E-1,1.233517490E-1
1.421096767E1,2.052674191E-2,1.121474035E-2,-1.445688987E-1,1.464489126E-1
1.422092367E1,1.874025308E-2,9.454874620E-3,-8.798363864E-2,9.045281869E-2
1.423087967E1,7.677394152E-4,2.785485629E-3,-1.379808408E-1,1.380110893E-1
1.424083567E1,-1.260738267E-2,-7.620493434E-3,-1.084892392E-1,1.094848530E-1
1.425079167E1,-1.611801440E-2,4.435268389E-2,-7.106296599E-2,8.530472491E-2
1.426074767E1,-4.032733273E-3,4.583718231E-2,-5.714074552E-2,7.336467146E-2
1.427070467E1,-3.630855968E-2,1.819132743E-2,4.083695412E-3,4.081559099E-2
1.428066067E1,-3.178279649E-2,5.754573829E-4,-1.134213656E-1,1.177916953E-1
1.429061667E1,-3.525743131E-3,-2.659478132E-2,-6.132676721E-2,6.693792373E-2
1.430057267E1,3.865850084E-3,-2.860593114E-2,-6.491871178E-2,7.104704943E-2
1.431052867E1,-2.527934052E-3,-2.852407012E-2,-1.176079720E-1,1.210439925E-1
1.432048467E1,-3.559066778E-2,-2.213563984E-2,-1.035401559E-1,1.117015938E-1
1.433044067E1,-1.086485758E-3,-6.043554191E-3,-4.770567834E-2,4.809923851E-2
1.434039767E1,-1.018449750E-2,2.910305411E-3,-1.643131918E-1,1.646542403E-1
1.435035367E1,-4.061552737E-2,-6.460131761E-3,-1.583221346E-1,1.635764429E-1
1.436030967E1,-2.015562644E-2,-1.642841019E-2,-2.292757577E-1,2.307455633E-1
1.437026567E1,-3.916159892E-2,-1.845213152E-2,-3.827353477E-2,5.778386844E-2
1.438022167E1,2.955219336E-4,-9.775174130E-3,-1.735944772E-1,1.738697325E-1
1.439017767E1,-1.495810954E-2,-1.316263061E-3,-1.441046298E-1,1.448848574E-1
1.440013367E1,-1.072867228E-2,1.489771876E-2,-1.420066488E-1,1.431884588E-1
1.441009067E1,-4.642060652E-2,1.800885776E-2,-1.659574288E-1,1.732658646E-1
1.442004667E1,7.563994713E-3,9.962303303E-3,-1.497939706E-1,1.503153190E-1
1.443000267E1,-2.146317350E-2,7.982107177E-3,-8.243287683E-2,8.555443316E-2
1.443995867E1,-2.776263474E-2,1.852653734E-4,-8.228260338E-2,8.684022703E-2
1.444991467E1,-3.596035799E-2,2.937588153E-2,-6.955613852E-2,8.363101200E-2
1.445987067E1,-4.622587597E-2,-2.209370434E-2,-1.515820491E-1,1.600065030E-1
1.446982667E1,1.256690897E-2,-2.805384435E-2,-4.185846269E-2,5.193338312E-2
1.447978367E1,-1.250511121E-2,-3.866761884E-2,-7.044666946E-2,8.132832096E-2
1.448973967E1,-1.233888583E-2,-4.685686363E-2,-1.590641463E-1,1.662805353E-1
1.449969567E1,-2.187962316E-2,-3.957810340E-2,-1.472416610E-1,1.540300325E-1
1.450965167E1,-2.716707755E-3,-2.185195852E-3,-7.000461996E-2,7.009138604E-2
1.451960767E1,-5.615923556E-2,-8.419570271E-3,-1.566755587E-1,1.666492712E-1
1.452956367E1,-4.681275370E-2,2.749108639E-2,-2.329940021E-2,5.907669413E-2
1.453951967E1,-1.721058492E-2,-1.096526524E-2,-1.168571895E-1,1.186256466E-1
1.454947667E1,-1.536330331E-2,-1.537474193E-2,-7.524314046E-2,7.831949926E-2
1.455943267E1,-2.604934573E-4,-2.572043985E-3,-1.435029513E-1,1.435262355E-1
1.456938867E1,1.304999862E-2,-2.661884626E-2,-1.351174593E-1,1.383314615E-1
1.457934467E1,3.581668094E-2,2.901362825E-2,-9.589784503E-2,1.064002911E-1
1.458930067E1,1.451978764E-2,-4.108619168E-3,-5.188994586E-2,5.403953614E-2
1.459925667E1,-2.726501841E-3,-1.786470562E-3,-8.542197347E-2,8.548414379E-2
1.460921267E1,-1.390807752E-2,-2.360296207E-2,-5.128826737E-2,5.814654597E-2
1.461916967E1,2.325746471E-2,4.651863875E-2,-5.203788042E-2,7.357196759E-2
1.462912567E1,-1.024616735E-2,6.063173426E-2,-2.628849685E-2,6.687507915E-2
1.463908167E1,-4.349818641E-2,1.556587279E-2,-1.166975605E-1,1.255097974E-1
1.464903767E1,4.139189143E-3,-8.274906501E-4,-8.810526073E-2,8.820631834E-2
1.465899367E1,2.402895000E-3,-5.506564178E-2,-1.041190302E-1,1.178081969E-1
1.466894967E1,1.299894512E-2,-5.546135210E-2,-1.475322676E-1,1.581477288E-1
1.467890567E1,4.159654398E-3,-3.652841499E-2,-9.349931717E-2,1.004676572E-1
1.468886267E1,-5.143210888E-2,-4.218466423E-2,-1.562229842E-1,1.697952547E-1
1.469881867E1,8.290419895E-3,1.718949839E-2,-1.357167989E-1,1.370520318E-1
1.470877467E1,-1.512188639E-2,9.468067400E-3,-1.653516573E-1,1.663114137E-1
1.471873067E1,-2.762659561E-2,-2.512513848E-2,-1.864560127E-1,1.901587391E-1
1.472868667E1,-1.328100018E-2,-3.775713427E-2,-5.547896683E-2,6.840980862E-2
1.473864267E1,-2.925539235E-2,-2.510368651E-2,-1.355653560E-1,1.409398411E-1
1.474859867E1,-4.398750700E-4,5.887780711E-3,-1.228406453E-1,1.229824524E-1
1.475855567E1,3.004337775E-2,3.904931411E-2,-8.227441728E-2,9.589855691E-2
1.476851167E1,-2.473892989E-2,1.317580512E-2,-1.551739937E-1,1.576850811E-1
1.477846767E1,-1.388004743E-2,2.052485984E-2,-1.174512666E-1,1.200363513E-1
1.478842367E1,1.071505923E-2,2.051532157E-3,-3.347530961E-2,3.520820404E-2
1.479837967E1,-5.963831060E-3,5.136066321E-3,-1.451430953E-1,1.453563365E-1
1.480833567E1,-4.663635051E-2,1.518658949E-2,-3.661994219E-2,6.120949154E-2
1.481829167E1,-3.840518849E-2,8.471701853E-3,-9.260410845E-2,1.006093889E-1
1.482824867E1,-1.087490749E-2,-9.440914392E-3,-8.706270218E-2,8.824572844E-2
1.483820579E1,-9.033948183E-3,-5.982933182E-2,-8.616281569E-2,1.052862383E-1
1.484816179E1,-1.363914214E-2,-5.478355017E-2,-1.505283809E-1,1.607670893E-1
1.485811779E1,-2.199064717E-2,-5.143210888E-2,-1.276277608E-1,1.393473922E-1
1.486807379E1,-1.162857704E-2,-3.912768507E-2,-9.439861894E-2,1.028459955E-1
1.487802979E1,1.762071228E-2,5.730782971E-3,-7.209441483E-2,7.443746385E-2
1.488798579E1,-5.173899634E-2,-2.091000862E-3,-8.047522902E-2,9.569513317E-2
1.489794179E1,-3.047170456E-2,-1.118325675E-2,-8.017702103E-2,8.649823531E-2
1.490789879E1,-6.959155072E-3,-1.712145142E-2,-7.523904741E-2,7.747572648E-2
1.491785479E1,-7.098428439E-3,-4.201407172E-3,-9.529850543E-2,9.565482029E-2
1.492781079E1,3.058389802E-2,3.219330758E-3,-1.535280025E-1,1.565777330E-1
1.493776679E1,3.238279391E-3,2.436607853E-3,-1.315208369E-1,1.315832591E-1
1.494772279E1,1.505351052E-2,-7.023364808E-3,-1.325674886E-1,1.336041723E-1
1.495767879E1,3.388845194E-2,1.087317159E-2,-9.663985670E-2,1.029850229E-1
1.496763479E1,2.073892275E-2,-3.006795432E-2,-1.255321187E-1,1.307382791E-1
1.497759179E1,2.468091454E-2,-2.312793061E-3,-8.616924763E-2,8.966401614E-2
1.498754779E1,3.028720664E-2,6.229435349E-2,-7.824217737E-2,1.044975583E-1
1.499750379E1,-2.190858515E-2,3.745013718E-2,-1.108795810E-1,1.190662856E-1
1.500745979E1,6.772409622E-3,3.594192099E-2,-6.343468845E-2,7.322326758E-2
1.501741579E1,-1.531908374E-2,1.465900619E-2,3.864600241E-2,4.408031637E-2
1.502737179E1,-1.298812777E-4,-3.303833988E-2,-1.179313231E-1,1.224718161E-1
1.503732779E1,4.027543869E-3,-1.897222308E-2,-1.372364902E-1,1.386002187E-1
1.504728479E1,-3.334899148E-2,2.004215391E-2,-2.735970676E-1,2.763497758E-1
1.505724079E1,-5.994925456E-2,2.401926555E-3,-2.821252316E-1,2.884342710E-1
1.506719679E1,-5.470190842E-2,3.893702930E-2,-2.277777010E-1,2.374680444E-1
1.507715279E1,-4.951522714E-2,-2.624906469E-3,-2.592088240E-1,2.639088144E-1
1.508710879E1,-6.223710559E-2,-1.757990967E-2,-1.605633724E-1,1.730985473E-1
1.509706479E1,-6.224114383E-2,-5.435635624E-2,-1.006902230E-1,1.302578000E-1
1.510702079E1,-5.277733393E-2,-5.841536544E-2,-1.123682821E-1,1.372021600E-1
1.511697779E1,-9.143035300E-3,-1.912554804E-2,-6.551746666E-2,6.886160121E-2
1.512693379E1,7.831029743E-3,-3.035667887E-2,-6.552097499E-2,7.263505451E-2
1.513688979E1,-2.685512859E-2,-4.943638109E-2,-5.085732758E-2,7.583944538E-2
1.514684579E1,1.249285033E-2,-4.277976461E-2,-3.125453711E-2,5.443368129E-2
1.515680179E1,4.072852481E-2,-1.094375845E-2,-2.512723982E-2,4.909131047E-2
1.516675779E1,5.603843573E-3,2.433198195E-2,-5.806460559E-2,6.320559177E-2
1.517671379E1,2.853092233E-2,7.813453378E-2,-9.998621821E-2,1.300625339E-1
1.518667079E1,1.612037156E-2,5.898217991E-2,-7.394798219E-2,9.595346787E-2
1.519662679E1,2.240296723E-2,6.720259767E-3,-7.529693484E-2,7.884594618E-2
1.520658279E1,1.300555978E-2,-1.166554241E-2,-1.657118458E-1,1.666302652E-1
1.521653879E1,1.078518927E-2,-4.779477529E-3,-3.398577154E-2,3.597494100E-2
1.522649479E1,1.387458393E-2,-5.028970912E-3,-6.751955330E-2,6.911356384E-2
1.523645079E1,3.897943988E-2,3.652167242E-2,-9.910387337E-2,1.125824454E-1
1.524640679E1,1.429297049E-3,3.167729080E-2,-1.493951905E-1,1.527233334E-1
1.525636379E1,-2.131118244E-2,-5.123019721E-3,-1.865191627E-1,1.878025822E-1
1.526631979E1,-2.741761247E-2,-7.357624546E-3,-1.255923450E-1,1.287606199E-1
1.527627579E1,-2.782061353E-2,-1.080220101E-2,-2.010337061E-1,2.032368693E-1
1.528623179E1,-9.081511628E-3,-2.358896529E-2,-1.243895727E-1,1.269317885E-1
1.529618779E1,-3.094145525E-3,-3.960081618E-3,-1.451927966E-1,1.452797445E-1
1.530614379E1,-1.152398497E-2,1.067358054E-2,-1.886007714E-1,1.892537411E-1
1.531609979E1,-2.896959141E-2,-4.968920007E-2,-1.486309594E-1,1.593719421E-1
1.532605579E1,-2.556813816E-2,-2.096407710E-2,-6.106188834E-2,6.943901227E-2
1.533601279E1,7.546489611E-3,-4.350297382E-2,-7.288846672E-2,8.521846523E-2
1.534596879E1,-3.337751493E-2,1.680160873E-3,-9.728831291E-2,1.028683492E-1
1.535592479E1,5.563406423E-3,1.600430433E-2,-1.692944348E-1,1.701402213E-1
1.536588079E1,-1.193864392E-2,6.182474898E-2,-1.112157959E-1,1.278036934E-1
1.537583679E1,-2.451532871E-2,4.531338142E-2,-1.025367737E-1,1.147523152E-1
1.538579279E1,-8.479467686E-3,3.706279568E-2,-1.073268127E-1,1.138621839E-1
1.539574879E1,1.645011798E-2,2.657608850E-2,-1.389099634E-1,1.423828388E-1
1.540570579E1,3.761331104E-3,3.884159178E-3,-1.404086047E-1,1.405126706E-1
1.541566179E1,1.284085102E-3,5.081952168E-2,-1.458009070E-1,1.544091226E-1
1.542561779E1,-1.624595879E-2,-1.169466885E-2,-6.601389527E-2,6.898210511E-2
1.543557379E1,-7.762251869E-3,1.581554890E-2,-6.990404785E-2,7.208994414E-2
1.544552979E1,-7.611357160E-3,-5.151596161E-2,-2.155049801E-2,5.635823828E-2
1.545548579E1,-3.929822277E-2,-9.700348042E-2,-4.160060048E-2,1.126260871E-1
1.546544179E1,2.142090909E-4,-1.126015312E-1,-1.918810594E-1,2.224803175E-1
1.547539879E1,-9.611726180E-3,-1.030359614E-1,-2.544415891E-1,2.746803905E-1
1.548535479E1,4.993520340E-2,-1.814133374E-2,-2.483113682E-1,2.539314240E-1
1.549531079E1,6.012353813E-2,3.069821108E-2,1.632542610E-2,6.945314635E-2
1.550526679E1,8.475429453E-3,2.657616159E-2,-9.714973390E-2,1.010752001E-1
1.551522279E1,5.921950378E-3,1.046059571E-2,-1.041932899E-1,1.048843898E-1
1.552517879E1,4.242514925E-2,6.860563707E-2,-3.175038099E-4,8.066428909E-2
1.553513479E1,3.837768830E-2,4.336417554E-2,-8.878880024E-2,1.060035364E-1
1.554509179E1,4.681359423E-2,1.060247109E-1,-1.702258962E-1,2.059359310E-1
1.555504779E1,4.437367905E-2,9.656073656E-2,-7.457831204E-2,1.298265145E-1
1.556500379E1,3.304921204E-2,1.749084927E-2,-4.434119046E-2,5.800277059E-2
1.557495979E1,2.867368575E-2,-2.447083505E-2,-1.407430655E-1,1.457038521E-1
1.558491579E1,8.952324707E-3,-4.044341823E-2,-9.897932768E-2,1.072973509E-1
1.559487179E1,-2.299914569E-2,9.714381360E-3,-1.684401566E-1,1.702804048E-1
1.560482779E1,-2.428354142E-2,8.876712900E-3,-1.061684793E-1,1.092713705E-1
1.561478479E1,-6.953771979E-2,2.602504324E-3,-2.001724112E-1,2.119227730E-1
1.562474079E1,-9.164494582E-2,-5.117536129E-2,-9.134461820E-2,1.391457975E-1
1.563469679E1,-9.879970852E-2,-1.228232133E-1,-1.308606863E-1,2.048693324E-1
1.564465279E1,-7.095048018E-2,-1.215541300E-1,-1.088581985E-1,1.779311230E-1
1.565460879E1,-5.896147711E-2,-8.622143403E-2,-6.604780912E-2,1.235835934E-1
1.566456479E1,-4.128192723E-2,-6.440708041E-2,-1.509271610E-1,1.692083847E-1
1.567452079E1,-3.856026761E-2,-4.898139462E-2,-4.180700719E-2,7.505929061E-2
1.568447779E1,-3.686364317E-2,-6.045461845E-2,-1.115713066E-1,1.321432765E-1
1.569443379E1,-4.502803730E-2,-7.329249104E-2,-1.038640916E-2,8.664404701E-2
1.570438979E1,-2.929674312E-2,-4.309343118E-2,-1.578105032E-2,5.444616165E-2
1.571434579E1,2.611147240E-3,4.045149470E-2,-1.078472149E-1,1.152135551E-1
1.572430179E1,-1.032673102E-3,5.458967842E-2,-1.297052765E-1,1.407286686E-1
1.573425779E1,-3.218508493E-2,5.572639542E-2,-7.492388248E-2,9.876689225E-2
1.574421379E1,-7.107107900E-4,4.057448722E-2,-1.289638495E-1,1.351978869E-1
1.575416979E1,3.939725999E-3,6.947880909E-3,-1.264191413E-1,1.266712034E-1
1.576412679E1,4.867350217E-2,6.602822095E-3,-2.508151460E-1,2.555796246E-1
1.577408279E1,3.999530224E-2,8.725562375E-3,-1.884002119E-1,1.927962642E-1
1.578403879E1,-1.168597111E-2,3.595635630E-2,-1.075712264E-1,1.140218848E-1
1.579399479E1,1.229528753E-2,8.027649678E-2,-1.015842623E-1,1.300571119E-1
1.580395079E1,2.747222912E-3,5.708749931E-2,-5.502814651E-2,7.933868363E-2
1.581390679E1,-1.464321870E-2,3.374324000E-2,-1.451407564E-1,1.497293200E-1
1.582386279E1,2.828901205E-3,-3.482809950E-2,-6.610394239E-2,7.477118694E-2
1.583381871E1,-9.170681667E-3,-4.062698426E-2,-8.919342756E-3,4.259351978E-2
1.584377471E1,1.002834029E-2,-1.438824356E-2,-1.190867329E-1,1.203712553E-1
1.585373071E1,7.531944662E-3,2.624997832E-2,-2.657559514E-2,3.810582382E-2
1.586368671E1,-7.962921001E-3,3.385271084E-2,-7.701660097E-2,8.450426596E-2
1.587364271E1,-2.271575673E-2,-7.672625016E-3,-1.669765985E-1,1.686892386E-1
1.588359871E1,3.229459232E-2,1.878418028E-5,-9.182935238E-2,9.734254468E-2
1.589355471E1,3.361686705E-2,4.557356425E-4,-1.543980682E-1,1.580160274E-1
1.590351171E1,1.012904031E-2,-6.554966290E-3,-5.320556939E-2,5.455637135E-2
1.591346771E1,-2.730357349E-2,2.673281215E-2,-1.792446417E-1,1.832723927E-1
1.592342371E1,-2.337862998E-2,-3.170323782E-3,-9.886355281E-2,1.016396250E-1
1.593337971E1,4.015867710E-3,-3.018086040E-2,-6.128992975E-2,6.843586060E-2
1.594333571E1,1.708075846E-2,-9.181511806E-2,-6.533327937E-2,1.139745832E-1
1.595329171E1,-1.911807457E-2,-9.604049882E-2,-5.396044493E-2,1.118079058E-1
1.596324771E1,-1.917064469E-2,-7.765765680E-2,-1.389859772E-1,1.603599923E-1
1.597320471E1,6.322301924E-6,-1.102360949E-2,-1.412324774E-1,1.416620369E-1
1.598316071E1,-4.463046318E-2,2.824274596E-2,-1.901748419E-1,1.973727474E-1
1.599311671E1,-3.834673461E-2,2.404607138E-2,-2.079848760E-1,2.128529874E-1
1.600307271E1,-2.952451045E-2,-3.154178157E-2,-8.434433162E-2,9.476574792E-2
1.601302871E1,-5.435800077E-2,-3.608512295E-2,-3.614339411E-2,7.458735338E-2
1.602298471E1,4.817374796E-3,7.104019839E-3,-1.353899395E-1,1.356617482E-1
1.603294071E1,-1.321744826E-2,4.370241869E-2,-1.475153106E-1,1.544194587E-1
1.604289771E1,9.214243423E-3,4.999299947E-2,-2.280490118E-1,2.336462156E-1
1.605285371E1,1.273476060E-2,6.590396762E-3,-9.018453062E-2,9.131734238E-2
1.606280971E1,-5.890576411E-3,-9.174646810E-4,-4.392896175E-2,4.433164009E-2
1.607276571E1,8.698263187E-3,-8.223359641E-3,-9.901382625E-2,9.973475430E-2
1.608272171E1,3.396684118E-3,4.341586858E-2,-5.919838071E-2,7.349097486E-2
1.609267771E1,-1.302335724E-2,7.738515828E-2,-1.756567901E-1,1.923886132E-1
1.610263371E1,-9.566647802E-3,6.573995322E-2,-1.723618841E-1,1.847210906E-1
1.611258971E1,1.959754625E-2,5.199769909E-2,-7.521039605E-2,9.351164742E-2
1.612254671E1,1.895541234E-2,-3.005435955E-2,-8.598622978E-2,9.303872256E-2
1.613250271E1,2.742596302E-2,-5.170387650E-2,-4.886284232E-2,7.624337120E-2
1.614245871E1,2.369644443E-2,-2.059265099E-2,-3.599019706E-2,4.775848655E-2
1.615241471E1,-9.156246353E-3,-2.118190415E-3,-1.697622120E-2,1.940401155E-2
1.616237071E1,3.288965615E-2,6.987395296E-2,-9.936758280E-3,7.786422766E-2
1.617232671E1,4.149213463E-2,8.081162665E-3,-1.177079594E-1,1.250682459E-1
1.618228271E1,1.277510639E-2,-1.167840628E-2,-9.674919963E-2,9.828527939E-2
1.619223971E1,-6.278447807E-3,-9.144444114E-2,-7.863627970E-2,1.207690739E-1
1.620219571E1,-4.110022500E-2,-4.410224034E-2,-8.043195963E-2,1.005163481E-1
1.621215171E1,9.675077107E-3,2.371747613E-2,-1.449460441E-1,1.471919885E-1
1.622210771E1,2.974200860E-2,5.074102281E-2,-1.663497770E-1,1.764411709E-1
1.623206371E1,-4.166464576E-2,-8.510914743E-3,-2.121551102E-1,2.163750660E-1
1.624201971E1,-6.356732888E-2,-6.282858800E-2,-1.667965043E-1,1.892334817E-1
1.625197571E1,1.340730004E-3,-9.517019559E-3,-1.212911332E-1,1.216713204E-1
1.626193271E1,-4.930505628E-2,-1.980313070E-2,-1.245842850E-1,1.354414879E-1
1.627188871E1,-4.143218240E-2,4.280984122E-3,-1.412020719E-1,1.472174503E-1
1.628184471E1,-4.432258900E-2,2.878233433E-2,-1.464458549E-1,1.556897655E-1
1.629180071E1,-4.646672644E-2,1.461902585E-2,-1.118683451E-1,1.220139305E-1
1.630175671E1,-1.233013328E-2,-4.153790737E-2,-1.203976786E-1,1.279571450E-1
1.631171271E1,-3.591226464E-2,-5.221344307E-2,-2.370285809E-2,6.765914477E-2
1.632166871E1,-2.748125575E-2,-5.467658266E-2,-1.070823991E-1,1.233344571E-1
1.633162571E1,1.267201267E-4,1.095713396E-2,-1.045406145E-1,1.051133432E-1
1.634158171E1,5.197864082E-3,6.011524240E-2,-6.981400073E-2,9.227597118E-2
1.635153771E1,-1.653813684E-2,7.036497289E-2,-1.039447832E-1,1.266067034E-1
1.636149371E1,-3.653468248E-3,1.954373360E-2,-3.868108571E-2,4.349174341E-2
1.637144971E1,-2.177000614E-2,-4.510310093E-2,-7.430758595E-2,8.960937569E-2
1.638140571E1,3.710588235E-3,-2.667865232E-2,-1.105345953E-1,1.137691333E-1
1.639136171E1,2.862687148E-2,-1.514856432E-2,-8.883090019E-2,9.455107403E-2
1.640131771E1,3.614143895E-2,3.851465933E-2,-1.930165887E-1,2.001124337E-1
1.641127471E1,5.819008319E-2,3.699549789E-2,-1.404764324E-1,1.564876376E-1
1.642123071E1,9.742283542E-3,6.906018499E-3,-1.060462725E-1,1.067165268E-1
1.643118671E1,3.226807885E-2,-3.147230934E-2,-6.697459280E-2,8.072998978E-2
1.644114271E1,-1.513898950E-3,-2.065711655E-4,-1.114298040E-1,1.114402790E-1
1.645109871E1,1.120178511E-2,2.341424318E-2,-1.187645513E-1,1.215677812E-1
1.646105471E1,9.948123805E-4,4.266841169E-2,-9.750699878E-2,1.064387045E-1
1.647101071E1,5.012891069E-4,1.657015035E-2,-8.927178025E-2,9.079797312E-2
1.648096771E1,-8.392472081E-3,-8.452387769E-3,-1.483947319E-1,1.488720017E-1
1.649092371E1,3.095101180E-2,-6.397818714E-2,-4.959725261E-2,8.666637772E-2
1.650087971E1,-1.051543163E-2,-7.297224635E-2,-7.968585491E-2,1.085603911E-1
1.651083571E1,-3.642371329E-2,-3.046826933E-2,-9.016348064E-2,1.019041489E-1
1.652079171E1,-6.434853517E-2,1.742439201E-2,-1.474925065E-1,1.618591452E-1
1.653074771E1,-1.759500280E-2,6.485221798E-2,-1.272851139E-1,1.439336463E-1
1.654070371E1,-3.299925489E-2,2.074296098E-2,-1.612615299E-1,1.659051002E-1
1.655065971E1,-5.311451728E-2,-1.792169770E-2,-9.210358679E-2,1.078211941E-1
1.656061671E1,-6.892116744E-2,-8.392919758E-2,-1.370084488E-1,1.748300677E-1
1.657057271E1,-4.349906350E-2,-1.871037746E-2,-4.165907264E-2,6.306920867E-2
1.658052871E1,2.050110552E-2,4.965170480E-2,-1.527298576E-1,1.619011937E-1
1.659048471E1,1.132740889E-2,4.758065756E-2,-1.371645695E-1,1.456239963E-1
1.660044071E1,-5.358784938E-2,1.499218784E-2,-1.632098222E-1,1.724351164E-1
1.661039671E1,-3.080903409E-2,-6.326614246E-3,-9.599841714E-2,1.010193978E-1
1.662035271E1,2.201120378E-2,4.278508192E-2,-7.938296914E-2,9.282624692E-2
1.663030971E1,-3.824689340E-2,-1.001445316E-2,-1.358191252E-1,1.414565265E-1
1.664026571E1,-2.145869672E-2,1.639816912E-2,-4.825356245E-2,5.529721426E-2
1.665022171E1,-4.600179970E-2,1.515344309E-2,-7.235520065E-2,8.706932568E-2
1.666017771E1,-3.484136537E-3,2.901790403E-3,-2.034801811E-1,2.035306947E-1
1.667013371E1,4.197071096E-2,-4.475235935E-2,-1.016912663E-1,1.187662742E-1
1.668008971E1,1.831907082E-2,-6.762993777E-2,-6.786629319E-2,9.754604344E-2
1.669004571E1,1.030690530E-2,-8.106395228E-2,-8.314097464E-2,1.165762339E-1
1.670000271E1,-1.303410150E-2,-1.962104475E-2,-1.322382903E-1,1.343199115E-1
1.670995871E1,6.088340208E-3,3.903979411E-2,-1.575345147E-1,1.624139671E-1
1.671991471E1,-1.034184242E-2,6.997489052E-2,-1.030466509E-1,1.249882045E-1
1.672987071E1,-1.099406278E-2,-1.662067395E-2,-1.350771135E-1,1.365391622E-1
1.673982671E1,-2.070329128E-2,-5.296044314E-2,-8.942088425E-2,1.059694737E-1
1.674978271E1,-4.974335991E-4,-4.810288701E-2,1.102492511E-2,4.935265092E-2
1.675973871E1,3.361030720E-2,-2.179838341E-2,-1.166618925E-1,1.233483662E-1
1.676969471E1,4.455304239E-3,3.086354110E-2,-9.361099899E-2,9.866826763E-2
1.677965171E1,3.738426464E-2,3.087101458E-2,-7.879590869E-2,9.251701470E-2
1.678960771E1,2.563930973E-2,6.180890668E-3,-4.032766163E-2,4.818607585E-2
1.679956371E1,-9.003889840E-3,-1.074824218E-2,-8.613065600E-2,8.726445236E-2
1.680951971E1,-2.673944509E-2,1.260939265E-2,-1.506494182E-1,1.535227733E-1
1.681947571E1,-3.092402324E-2,3.454746969E-2,-9.346832693E-2,1.043367194E-1
1.682943171E1,-2.580213642E-2,5.551509166E-2,-1.609761858E-1,1.722237151E-1
1.683938821E1,-1.729500409E-2,4.328929463E-2,-2.123200017E-1,2.173772374E-1
1.684934521E1,-2.846585378E-2,1.704613198E-2,-1.578303838E-1,1.612802080E-1
1.685930121E1,-1.525339393E-2,-4.949293463E-2,-2.025849724E-1,2.091001857E-1
1.686925721E1,1.553360347E-2,-6.049816193E-2,-4.765656173E-2,7.856505782E-2
1.687921321E1,-5.739391169E-2,-1.908215074E-2,-1.281873393E-1,1.417398446E-1
1.688916921E1,-4.012986129E-2,2.301606607E-2,-2.030311149E-1,2.082349123E-1
1.689912521E1,1.896379944E-3,5.925001893E-2,-8.237498939E-2,1.014879297E-1
1.690908121E1,-2.673641184E-2,1.357951881E-2,-1.772764689E-1,1.797948427E-1
1.691903821E1,-1.610091129E-2,-4.882430552E-2,-7.668623328E-2,9.232459330E-2
1.692899421E1,-3.598818708E-2,-7.146593051E-2,-6.530930579E-2,1.032852083E-1
1.693895021E1,-5.992628597E-3,-2.653088221E-2,-1.305724186E-1,1.333752443E-1
1.694890621E1,6.440744586E-3,3.662337743E-2,-9.704214513E-2,1.039227256E-1
1.695886221E1,2.643193636E-2,2.577269934E-2,-1.462862259E-1,1.508725926E-1
1.696881821E1,-2.308756655E-2,-1.296826551E-2,-1.058714408E-1,1.091328255E-1
1.697877421E1,-9.596834052E-3,-2.069501381E-2,-5.452645540E-2,5.910598243E-2
1.698873021E1,4.727272857E-3,1.659790635E-2,-1.296725321E-1,1.308159133E-1
1.699868721E1,-3.646807903E-2,-2.529116286E-2,-1.233856058E-1,1.311242595E-1
1.700864321E1,-2.063491540E-2,1.418682525E-2,-9.569553137E-2,9.891764488E-2
1.701859921E1,-3.644828986E-2,-1.684729010E-5,-1.383556473E-1,1.430760751E-1
1.702855521E1,-1.601241734E-2,-3.060288319E-2,-1.123068863E-1,1.174979603E-1
1.703851121E1,1.296070067E-2,-5.897322636E-2,-1.385035819E-1,1.510928965E-1
1.704846721E1,-2.452939857E-2,-6.025170179E-2,-1.043774772E-1,1.229903114E-1
1.705842321E1,-3.464478929E-2,-6.368094759E-2,-6.141973794E-2,9.501530781E-2
1.706838021E1,1.822491238E-2,3.715313517E-2,-6.171794593E-2,7.430752138E-2
1.707833621E1,-8.856814094E-3,4.998826688E-2,-2.744156778E-2,5.770883489E-2
1.708829221E1,-3.461582730E-2,1.696834574E-2,-1.178547245E-1,1.239996627E-1
1.709824821E1,-3.553879201E-2,-4.085270505E-2,-7.744110882E-2,9.449378066E-2
1.710820421E1,-1.374108469E-2,-2.197319688E-2,-5.109530926E-2,5.729196643E-2
1.711816021E1,6.359778922E-3,-2.494056746E-3,-1.027367485E-1,1.029636178E-1
1.712811621E1,1.296656616E-2,7.954680081E-3,-1.233943766E-1,1.243285203E-1
1.713807221E1,2.276061583E-2,3.276388619E-2,-1.183037907E-1,1.248491280E-1
1.714802921E1,4.047000479E-2,2.860476170E-3,-1.453968644E-1,1.509511570E-1
